seller,units_sold,avg_selling_price,avg_market_value,avg_profit
titlemax/clarksville tn2,19,778.95,1296.05,-517.11
cars on brand,3,15966.67,16483.33,-516.67
bravo cadillac hummer,6,14275.0,14791.67,-516.67
transitowne hyundai,3,12833.33,13350.0,-516.67
peoples driven credit union,3,8000.0,8516.67,-516.67
federal asset remarketing services,14,9771.43,10287.5,-516.07
a l financial corporation,210,6029.52,6544.88,-515.36
autonation nissan delray,33,3624.24,4139.39,-515.15
mercedes benz of walnut creek,15,4913.33,5428.33,-515.0
fleet depot,49,10894.9,11409.69,-514.8
asa motor inc,22,14302.27,14817.05,-514.77
autonation ford margate,93,2969.35,3483.6,-514.25
honda of hayward,16,2912.5,3426.56,-514.06
first merit bank,80,8705.62,9219.38,-513.75
metro ford,60,4360.83,4874.58,-513.75
san antonio dodge chrysler jeep,85,7538.82,8052.35,-513.53
cadillac of mahwah llc,46,18428.26,18941.3,-513.04
ideal credit union,2,12150.0,12662.5,-512.5
holt fiat,8,356.25,868.75,-512.5
sun motor cars porsche audi mechanicsburg,4,24062.5,24575.0,-512.5
autobahn motors,26,7969.23,8481.73,-512.5
erie community federal credit union,2,7175.0,7687.5,-512.5
keith's auto sales inc,2,950.0,1462.5,-512.5
reliance credit union,2,3600.0,4112.5,-512.5
gtl norcross llc,2,650.0,1162.5,-512.5
hyatt car co,2,2200.0,2712.5,-512.5
york county fcu,2,4300.0,4812.5,-512.5
taylor auto credit,2,1950.0,2462.5,-512.5
orlando kia north,2,10450.0,10962.5,-512.5
bergeys buick gmc,58,8295.69,8806.9,-511.21
lexus of las vegas,63,12244.44,12755.16,-510.71
weseloh chevrolet,7,2735.71,3246.43,-510.71
lake trust credit union,21,11804.76,12315.48,-510.71
grand prix suzuki,32,7543.75,8053.91,-510.16
united fcu,52,7400.0,7910.1,-510.1
jack safro toyota,15,6950.0,7460.0,-510.0
hatfield volkswagen,13,3069.23,3578.85,-509.62
gs autoplex llc,75,6164.67,6674.0,-509.33
mount one inc,14,17832.14,18341.07,-508.93
mcvay motors inc,3,666.67,1175.0,-508.33
motor max llc,3,1900.0,2408.33,-508.33
manheim tucson,3,6116.67,6625.0,-508.33
huntersville ford,3,4900.0,5408.33,-508.33
frontera financial llc,3,2833.33,3341.67,-508.33
diablo motors,6,21683.33,22191.67,-508.33
titlemax/las vegas nv27,10,827.5,1335.0,-507.5
titlemax of rainbow blvd - nv 4,11,3004.55,3511.36,-506.82
united finance co/portland,11,2322.73,2829.55,-506.82
quinn motor car inc,4,3887.5,4393.75,-506.25
westchester toyota,4,24175.0,24681.25,-506.25
auto finance solutions,24,4983.33,5489.58,-506.25
auto advantage finance,12,4641.67,5147.92,-506.25
bud smail motorcars ltd,9,19694.44,20200.0,-505.56
titlemax/irving tx3,5,1140.0,1645.0,-505.0
new wave auto sales,20,2370.0,2875.0,-505.0
fr auto sales,10,3355.0,3860.0,-505.0
autonation toyota gulf freeway,21,5890.48,6395.24,-504.76
j zap llc,229,10766.05,11269.98,-503.93
kip killmon ford,17,12635.29,13138.24,-502.94
northwest bmw,28,6033.93,6536.61,-502.68
hyundai mtrs of morris ct inc,13,9169.23,9671.15,-501.92
mas financial services,107,3856.54,4358.41,-501.87
ars/executive car leasing co,54,11466.67,11968.52,-501.85
autonation honda thornton road,14,6542.86,7044.64,-501.79
meier & company,15,15766.67,16268.33,-501.67
walser bloomington toyota,15,14693.33,15195.0,-501.67
hornburg jaguar,51,27272.55,27774.02,-501.47
autonation chevrolet timonium,44,3482.95,3984.09,-501.14
selig leasing co inc,25,12856.0,13357.0,-501.0
primeritus remarketing/national auto plaza,25,6086.0,6587.0,-501.0
cig financial,221,5434.84,5935.63,-500.79
flag/audi fort myers,1,30600.0,31100.0,-500.0
waypoint acceptance,1,600.0,1100.0,-500.0
meggs ford inc,2,16300.0,16800.0,-500.0
truck farm llc,1,8800.0,9300.0,-500.0
primeritus remarketing/bwk of columbia,1,2000.0,2500.0,-500.0
honda of manhattan,1,23100.0,23600.0,-500.0
efc inc,2,1200.0,1700.0,-500.0
bryan bowman chrys dod jeep,3,21233.33,21733.33,-500.0
import auto sales llc,2,3525.0,4025.0,-500.0
perfect a car auto sales inc,1,2900.0,3400.0,-500.0
celebrity auto group,1,16800.0,17300.0,-500.0
colussy chevrolet inc,3,6266.67,6766.67,-500.0
camelback ford lincoln mercury,2,8600.0,9100.0,-500.0
pawn pro athens inc,1,1600.0,2100.0,-500.0
neil huffman honda,1,13400.0,13900.0,-500.0
automobiles delaney inc,1,7600.0,8100.0,-500.0
gurley leep hyundai subaru saab car city,7,16371.43,16871.43,-500.0
vanceboro motors,1,5100.0,5600.0,-500.0
fort bragg fcu,3,7833.33,8333.33,-500.0
silent partners auto brokers llc,1,19000.0,19500.0,-500.0
rochester ford,1,27500.0,28000.0,-500.0
kia of brooklyn park,2,20100.0,20600.0,-500.0
bill camerons used cars,1,1800.0,2300.0,-500.0
tri boro fcu,5,6280.0,6780.0,-500.0
zipcar,1,10000.0,10500.0,-500.0
budget car sales,1,23500.0,24000.0,-500.0
e car inc,1,3500.0,4000.0,-500.0
russell smith auto,1,1200.0,1700.0,-500.0
old national bank,1,7600.0,8100.0,-500.0
autobahnd,1,30000.0,30500.0,-500.0
kim auto sales llc,1,1200.0,1700.0,-500.0
car now acceptance co/albuquerque,2,1325.0,1825.0,-500.0
mustard motor company,3,19300.0,19800.0,-500.0
redline motorsports  inc.,1,76500.0,77000.0,-500.0
manheim central florida,1,13400.0,13900.0,-500.0
rtc auto sales inc,1,4500.0,5000.0,-500.0
luxury auto group llc,1,87500.0,88000.0,-500.0
c & c auto imports & repairs,1,700.0,1200.0,-500.0
royal oaks motors inc,1,22000.0,22500.0,-500.0
knudtsen chevrolet company,2,18600.0,19100.0,-500.0
spectrum auto sales inc,1,33100.0,33600.0,-500.0
len stoler nissan ford porsche audi,2,26450.0,26950.0,-500.0
american lending solutions,2,400.0,900.0,-500.0
remarketing by ge/motorsource inc,6,9483.33,9983.33,-500.0
coors credit union,2,7600.0,8100.0,-500.0
newport auto sports,1,400.0,900.0,-500.0
premier chevrolet of buena park,2,5400.0,5900.0,-500.0
t & t motorsports,1,16600.0,17100.0,-500.0
rock city chrysler jeep dodge,3,15600.0,16100.0,-500.0
palm desert auto,3,26066.67,26566.67,-500.0
s/j auto,1,1500.0,2000.0,-500.0
old national,1,12000.0,12500.0,-500.0
livermore honda,1,23000.0,23500.0,-500.0
nationwide fleet service,1,8700.0,9200.0,-500.0
spallco enterprises inc,1,33200.0,33700.0,-500.0
faricy ford lincoln inc,1,22000.0,22500.0,-500.0
newby buick oldsmobile pontiac gmc inc.,1,14900.0,15400.0,-500.0
apple chev olds east,1,16000.0,16500.0,-500.0
noor auto sales  inc.,1,350.0,850.0,-500.0
professional financial services/richmond,1,5900.0,6400.0,-500.0
arlington community federal community union,1,1800.0,2300.0,-500.0
mel hambelton ford inc,1,40400.0,40900.0,-500.0
dbs financial/debois inc,1,1000.0,1500.0,-500.0
spradley barr motors inc,1,12800.0,13300.0,-500.0
classic honda,15,8596.67,9095.0,-498.33
fleet street remarketing llc,127,6389.76,6887.4,-497.64
five star nissan of florence llc,10,3670.0,4167.5,-497.5
branford motor 1,81,3387.04,3884.26,-497.22
florida credit union,39,10187.82,10683.97,-496.15
car financial services inc,19,1792.11,2286.84,-494.74
smail acura,14,18746.43,19241.07,-494.64
carswell auto sales north,4,2762.5,3256.25,-493.75
alamo leasing co inc,8,11600.0,12093.75,-493.75
cox mazda,3,12700.0,13191.67,-491.67
remarketing by ge/first alliance credit union,3,10333.33,10825.0,-491.67
open rd motors llc,3,14100.0,14591.67,-491.67
village pointe toyota-scion,3,17891.67,18383.33,-491.67
delta auto group london,43,13398.84,13889.53,-490.7
fiserv/regions bank,147,16623.47,17113.78,-490.31
boucher ventures inc,5,3380.0,3870.0,-490.0
titlemax/las vegas nv13,5,2920.0,3410.0,-490.0
lexus of palm beach,109,4867.89,5357.57,-489.68
bmw mini of south atlanta,29,15151.72,15641.38,-489.66
auto now financial,13,2561.54,3050.0,-488.46
boch new to you superstore,1029,4420.0,4908.26,-488.27
faulkner buick gmc,27,5377.78,5865.74,-487.96
a & p wholesale auto dealer,2,2300.0,2787.5,-487.5
off lease remarketing llc,2,18850.0,19337.5,-487.5
sparks toyota,2,23300.0,23787.5,-487.5
credit masters,2,2100.0,2587.5,-487.5
jordanian auto sales inc,2,7300.0,7787.5,-487.5
london deal a wheel,2,1800.0,2287.5,-487.5
sterling mccall nissan,4,7150.0,7637.5,-487.5
chavinda auto sales,2,825.0,1312.5,-487.5
symbolic trading,2,7700.0,8187.5,-487.5
heritage auto llc,2,8100.0,8587.5,-487.5
credit union one,2,15300.0,15787.5,-487.5
western funding,2,1750.0,2237.5,-487.5
honda of fort myers,37,5548.65,6035.81,-487.16
brown honda,47,9614.89,10101.6,-486.7
team toyota,11,2265.91,2752.27,-486.36
discount motors,29,3575.86,4062.07,-486.21
william lehman leasing corporation,9,6100.0,6586.11,-486.11
palm springs nissan,64,6865.63,7351.17,-485.55
towne ford lincoln mazda hyundai,57,11811.4,12296.93,-485.53
towne motors inc,38,7748.68,8234.21,-485.53
american national bank,34,8902.94,9387.5,-484.56
coastal credit llc,16,6193.75,6678.13,-484.38
mini of fort myers,8,5437.5,5921.88,-484.38
security financial,19,4350.0,4834.21,-484.21
lexus of rockville,71,6149.3,6633.45,-484.15
lilliston enterprises inc,11,14745.45,15229.55,-484.09
autonation chevrolet laurel,67,4655.22,5138.81,-483.58
auction access auto inc,6,15750.0,16233.33,-483.33
bud's auto sales,9,10600.0,11083.33,-483.33
land rover north dade llc,9,31933.33,32416.67,-483.33
onemain rem/express credit inc,6,5833.33,6316.67,-483.33
exclusive motor cars inc,6,1012.5,1495.83,-483.33
mini of las vegas,3,950.0,1433.33,-483.33
afg/roquemore and roquemore  inc.,6,6475.0,6958.33,-483.33
behlmann buick gmc cadillac,10,21665.0,22147.5,-482.5
derr motor co,8,22061.88,22543.75,-481.87
ally/roseville,11,15800.0,16281.82,-481.82
titlemax / lawrenceville ga4,4,1075.0,1556.25,-481.25
national charity services,25,1032.0,1512.0,-480.0
autonation toyota scion weston,211,2994.79,3474.76,-479.98
autonation ford amherst,6,3583.33,4062.5,-479.17
onesource/atlanta toyota,7,13900.0,14378.57,-478.57
keyvoor inc,43,13980.23,14458.72,-478.49
liberty chevrolet,9,3533.33,4011.11,-477.78
capital one auto finance,3894,8825.73,9303.42,-477.69
titlemax/clarksville tn1,25,883.0,1360.0,-477.0
union leasing exchange llc,76,13930.92,14407.89,-476.97
remarketing by ge/datcu credit union,32,13060.94,13537.5,-476.56
champion chrysler jeep dodge,19,9192.11,9668.42,-476.32
auction credit,54,5901.85,6377.78,-475.93
national remarketing services/secu,39,6625.64,7101.28,-475.64
all american chevrolet of killeen,29,7262.07,7737.07,-475.0
haims motors inc,1,3700.0,4175.0,-475.0
amoco fcu,1,3600.0,4075.0,-475.0
american red cross/lehigh valley,1,200.0,675.0,-475.0
drivers financial,1,1000.0,1475.0,-475.0
autoport llc,3,20375.0,20850.0,-475.0
c r cregar & son autobroker,2,26625.0,27100.0,-475.0
remarketing by ge/peoples credit union,3,7400.0,7875.0,-475.0
auto center,1,800.0,1275.0,-475.0
exira auto sales,1,9200.0,9675.0,-475.0
triangle rent a car,26,16450.0,16925.0,-475.0
bell auto group inc,1,700.0,1175.0,-475.0
arlington autos inc,1,2300.0,2775.0,-475.0
prime auto sales,3,6200.0,6675.0,-475.0
harris auto sales,4,18800.0,19275.0,-475.0
lloyd's plan inc,1,600.0,1075.0,-475.0
the citizens national bank of quitman,1,3100.0,3575.0,-475.0
the thomas collection ltd,4,3750.0,4225.0,-475.0
tdaf remarketing/majestic auto inc,2,8900.0,9375.0,-475.0
langley fcu,7,9928.57,10403.57,-475.0
nj auto group llc,1,1150.0,1625.0,-475.0
truck time,3,10500.0,10975.0,-475.0
ken batchelor cadillac company inc,1,8300.0,8775.0,-475.0
third auto sales inc,1,900.0,1375.0,-475.0
onemain rem/autotrade motors inc,1,700.0,1175.0,-475.0
price motor sales,1,4300.0,4775.0,-475.0
fox toyota,2,10300.0,10775.0,-475.0
specialty bank liquidators,3,11033.33,11508.33,-475.0
dyala auto broker llc,1,3500.0,3975.0,-475.0
hall motors llc,1,3000.0,3475.0,-475.0
omnicars,1,4250.0,4725.0,-475.0
gert's auto sales llc,1,2300.0,2775.0,-475.0
cinfed credit union,3,8733.33,9208.33,-475.0
clovis chrysler dodge jeep ram,5,5030.0,5505.0,-475.0
vision fine cars ltd,1,1300.0,1775.0,-475.0
pure auto sales inc,1,1800.0,2275.0,-475.0
sc state federal credit union,1,2100.0,2575.0,-475.0
vehicle acceptance corp/bremen,2,2600.0,3075.0,-475.0
home credit corp inc/goldsboro,1,800.0,1275.0,-475.0
carey paul honda,25,5512.0,5985.0,-473.0
auto sales and service,18,794.44,1266.67,-472.22
tidalwave finance corp,69,3316.67,3788.77,-472.1
hendrick honda bradenton,57,9259.65,9731.58,-471.93
route 6 auto mall kia,23,4215.22,4686.96,-471.74
dch honda of nanuet,50,3252.0,3722.5,-470.5
great southern bank,10,7340.0,7810.0,-470.0
schlossmanns dodge city chrysler jeep,9,17166.67,17636.11,-469.44
professional financial services/buford,9,2988.89,3458.33,-469.44
regional acceptance corporation / greenville,1246,8092.01,8561.14,-469.12
titlemax/nashville tn1,4,1800.0,2268.75,-468.75
hertrich toyota scion,3,14500.0,14966.67,-466.67
antiek journeys inc,6,32333.33,32800.0,-466.67
rich ford sales,3,15433.33,15900.0,-466.67
the motor company inc,3,14566.67,15033.33,-466.67
first tech credit union,21,15052.38,15519.05,-466.67
mystique auto,3,1650.0,2116.67,-466.67
luxury imports inc,3,1633.33,2100.0,-466.67
select luxury cars,6,14308.33,14775.0,-466.67
larry h miller bountiful chrysler jeep dodge,3,18100.0,18566.67,-466.67
elite acura,38,4238.16,4704.61,-466.45
ar auto sales,11,7240.91,7706.82,-465.91
autonation nissan pembroke pines,82,2562.2,3027.44,-465.24
oriental bank,1139,8648.2,9113.02,-464.82
purple heart,772,907.51,1371.73,-464.22
best way autos,9,15822.22,16286.11,-463.89
automart wholesale,11,5718.18,6181.82,-463.64
the lot of saratoga llc,23,3841.3,4304.35,-463.04
sherwood ford lincoln of salisbury,4,20400.0,20862.5,-462.5
manheim pennsylvania,8,11300.0,11762.5,-462.5
blue ribbon motors,4,5112.5,5575.0,-462.5
crofton auto brokers,4,12362.5,12825.0,-462.5
apollo vw subaru,4,17325.0,17787.5,-462.5
rick case fiat,2,10150.0,10612.5,-462.5
waikem nissan inc,4,2712.5,3175.0,-462.5
hawkins chevrolet inc,2,800.0,1262.5,-462.5
city import gallery llc,6,2083.33,2545.83,-462.5
american dream auto sales,2,3875.0,4337.5,-462.5
dixie buick gmc truck inc,4,26750.0,27212.5,-462.5
afg/champion cu,19,7810.53,8272.37,-461.84
honda of gainesville,11,13336.36,13797.73,-461.36
aero corporation,9,25350.0,25811.11,-461.11
sheehy nissan of springfield  inc.,9,5894.44,6355.56,-461.11
auto show place  llc,9,9400.0,9861.11,-461.11
darcars toyota,217,3736.52,4197.12,-460.6
florence toyota,5,12060.0,12520.0,-460.0
david mcdavid ford ft.worth,37,18160.81,18620.27,-459.46
coconut point ford,8,9037.5,9496.88,-459.38
remarketing by ge/michigan first credit union,98,6670.92,7130.1,-459.18
rte 6 auto max,6,12466.67,12925.0,-458.33
dealmax inc,3,10466.67,10925.0,-458.33
elite 1 auto inc,3,1483.33,1941.67,-458.33
fiserv/everglades fcu,3,6800.0,7258.33,-458.33
frank matteo inc,31,9172.58,9630.65,-458.06
imperial chevrolet,109,5066.28,5524.08,-457.8
land rover charlotte,23,17360.87,17818.48,-457.61
phil moore buick gmc,7,17042.86,17500.0,-457.14
professional financial services/charlotte,11,5268.18,5725.0,-456.82
charitable adult rides services/car donating is,256,1383.98,1840.63,-456.64
left lane exotics llc,8,33543.75,34000.0,-456.25
stivers ford lincoln,4,17212.5,17668.75,-456.25
ed napleton acura,22,2454.55,2910.23,-455.68
legend motors inc,5,2110.0,2565.0,-455.0
hampton roads finance company,23,5952.17,6406.52,-454.35
tischer acura nissan,47,9647.87,10102.13,-454.26
select remarketing group llc/north american,13,794.23,1248.08,-453.85
sheehy ford of springfield inc,13,5169.23,5623.08,-453.85
landmark credit union,47,10350.53,10804.26,-453.72
dt inventory,1856,2665.23,3118.09,-452.86
mcgrath city hyundai inc,10,10365.0,10817.5,-452.5
braman motorcars,268,26888.43,27340.86,-452.43
hamilton honda,117,9141.88,9594.23,-452.35
titlemax of buffalo dr. - nv 10,13,900.0,1351.92,-451.92
royalton auto enterprises inc,87,12926.95,13377.87,-450.92
ellis brooks leasing inc,1,16900.0,17350.0,-450.0
united autoland inc,7,5757.14,6207.14,-450.0
university of virginia community credit union,12,8233.33,8683.33,-450.0
world class motors llc,2,2350.0,2800.0,-450.0
imperial auto mall llc,2,24500.0,24950.0,-450.0
i 15 auto sales,3,1383.33,1833.33,-450.0
premium motors inc,1,15000.0,15450.0,-450.0
bob's rentals inc,1,15900.0,16350.0,-450.0
les freres valdivieso inc,1,1950.0,2400.0,-450.0
autocar financial llc,1,10500.0,10950.0,-450.0
portage motorcars llc,1,13000.0,13450.0,-450.0
alex auto sales inc,1,9700.0,10150.0,-450.0
dors auto sales inc,1,12000.0,12450.0,-450.0
pegasus motors corp,1,8000.0,8450.0,-450.0
fair auto trader,1,3600.0,4050.0,-450.0
money train title loans,1,700.0,1150.0,-450.0
indiana finance company,3,2566.67,3016.67,-450.0
gulfgate dodge chrysler jeep inc,2,3025.0,3475.0,-450.0
l & j auto brokers llc,1,6900.0,7350.0,-450.0
cottonwood motors inc,1,18600.0,19050.0,-450.0
onemain rem/no.1 auto sales inc,2,32050.0,32500.0,-450.0
shays autos,1,12500.0,12950.0,-450.0
a automotive inc auto sales,1,16500.0,16950.0,-450.0
ideal wheels motor car co llc,1,6000.0,6450.0,-450.0
lawley honda,1,17200.0,17650.0,-450.0
excel finance co/austin,1,10900.0,11350.0,-450.0
jakes auto mall llc,1,1150.0,1600.0,-450.0
del mar recovery solutions inc.,1,13000.0,13450.0,-450.0
simon chevrolet-buick  ltd.,1,400.0,850.0,-450.0
coamo auto sales corp,1,11600.0,12050.0,-450.0
roy foss motors ltd,4,5900.0,6350.0,-450.0
lt motors auto sales inc,1,13000.0,13450.0,-450.0
dealer 786,1,19000.0,19450.0,-450.0
jake group,4,25062.5,25512.5,-450.0
oakom auto sales llc,1,12500.0,12950.0,-450.0
lsk automotive llc,1,10200.0,10650.0,-450.0
mansfield jeep chrysler,1,5700.0,6150.0,-450.0
paul blancos good car company,1,1200.0,1650.0,-450.0
mokena automotive inc,2,900.0,1350.0,-450.0
citi remarketing & recovery services,2,10000.0,10450.0,-450.0
capital motors,3,1250.0,1700.0,-450.0
mcgrath acura of downtown chicago,3,7533.33,7983.33,-450.0
pj auto rentals inc/dba all american car rental,2,18400.0,18850.0,-450.0
gateway auto sales,1,7000.0,7450.0,-450.0
carswell auto sales,5,2310.0,2760.0,-450.0
hines park lincoln mercury inc,4,7950.0,8400.0,-450.0
tripoli auto sales llc,1,5000.0,5450.0,-450.0
others first,2,312.5,762.5,-450.0
roy schmidt honda,4,24600.0,25050.0,-450.0
sml auto sales,2,16350.0,16800.0,-450.0
bryant motorsports auto sales  inc.,1,1900.0,2350.0,-450.0
specialties automotive group llc,1,41250.0,41700.0,-450.0
lencore leasing inc,1,10600.0,11050.0,-450.0
subaru pacific,9,5672.22,6122.22,-450.0
luxano motors,1,2400.0,2850.0,-450.0
caparra motor services inc. dba target rac,9,12466.67,12916.67,-450.0
flash gordon cars inc.,1,14100.0,14550.0,-450.0
bill's auto sales,1,3000.0,3450.0,-450.0
taylor chrysler dodge inc,1,4250.0,4700.0,-450.0
titlemax/forest park ga2,4,693.75,1143.75,-450.0
f a m international inc,2,18200.0,18650.0,-450.0
americars international llc,1,3300.0,3750.0,-450.0
titlemax / lavergne - tn1,10,707.5,1157.5,-450.0
unique auto brokerage,1,43250.0,43700.0,-450.0
west virginia central credit union,1,8300.0,8750.0,-450.0
autos speedy,1,2800.0,3250.0,-450.0
autopro'z,1,1900.0,2350.0,-450.0
aastro autos of south florida inc,2,750.0,1200.0,-450.0
capital auto auction,174,998.56,1447.41,-448.85
moss motors,37,7886.49,8333.78,-447.3
486236 alberta ltd,8,7600.0,8046.88,-446.88
grossinger motors inc,7,9700.0,10146.43,-446.43
bellmobile inc,7,14728.57,15175.0,-446.43
spitzer autoworld homestead inc,21,3609.52,4055.95,-446.43
street track-n-trail inc,12,6466.67,6912.5,-445.83
capa wholesale cars inc,34,16326.47,16772.06,-445.59
economy honda cars,14,7421.43,7866.07,-444.64
mercedes-benz of coconut creek,39,5607.69,6051.92,-444.23
csx transportation,8,1587.5,2031.25,-443.75
the hertz corporation/gm,199,12088.69,12532.16,-443.47
camelback finance co,142,1745.07,2186.8,-441.73
mossy ford,12,17491.67,17933.33,-441.67
mcgrath city honda,3,4066.67,4508.33,-441.67
fury lake elmo,3,3100.0,3541.67,-441.67
tio chuys auto finance dba tcaf inc,3,7000.0,7441.67,-441.67
lenders option corporation,41,8530.49,8971.95,-441.46
premier toyota of newport,66,4556.06,4997.35,-441.29
