seller,sale_year,units_sold,total_revenue,avg_profit
stephens automotive repair & custom shop,2015,1,6300.0,-1050.0
stephens chrslr jeep dodge of grnwich llc,2014,3,18700.0,-9966.67
stephens chrslr jeep dodge of grnwich llc,2015,4,42800.0,-1287.5
stephens chrysler jeep dodge ram of bennington,2014,3,7650.0,-4583.33
stephens chrysler jeep dodge ram of bennington,2015,1,4900.0,1700.0
stepping stone auto sales,2014,1,600.0,-800.0
sterimark motors inc,2015,9,169800.0,822.22
sterling auto sales,2014,1,29100.0,2000.0
sterling auto sales,2015,1,23500.0,800.0
sterling bmw,2014,3,75500.0,-1266.67
sterling bmw,2015,15,244500.0,341.67
sterling car sales,2015,1,22000.0,200.0
sterling credit corp,2014,5,12700.0,-1240.0
sterling credit corp,2015,19,54200.0,-543.42
sterling finance company,2015,2,15100.0,662.5
sterling heights d-c-j,2015,1,26900.0,200.0
sterling import motors lp,2015,1,28750.0,-2950.0
sterling imports ltd,2015,1,8300.0,-275.0
sterling mccall nissan,2015,4,28600.0,-487.5
sterling mccall toyota,2015,2,36700.0,-800.0
stetson motors 2010 ltd,2015,3,14300.0,-533.33
steve and sons auto sales llc,2015,16,383650.0,2614.06
steve caldwell automotive llc,2014,2,14100.0,450.0
steve foley cadillac inc,2015,1,24200.0,700.0
steve landers toyota,2014,5,71800.0,-520.0
steve landers toyota,2015,39,646600.0,-1989.1
steve link ford lincoln mercury inc,2015,4,97050.0,-837.5
steve marsh ford  inc.,2015,1,6200.0,225.0
steve pound wholesale,2015,1,16700.0,-1000.0
steve rotella sales ltd,2015,2,46250.0,1675.0
steve schmitt inc,2015,1,12500.0,-2700.0
steve's mobile detail,2014,3,11600.0,-300.0
steve's mobile detail,2015,2,69900.0,-1800.0
steven toyota,2015,4,59800.0,-656.25
stevens creek auto imports,2014,7,26700.0,85.71
stevens creek auto imports,2015,2,33150.0,-1250.0
stevens creek bmw,2014,4,16200.0,-300.0
stevens creek bmw,2015,9,131250.0,-669.44
stevens creek hyundai,2015,8,88850.0,1009.38
stevens ford,2014,1,9500.0,725.0
stevens ford inc,2015,3,37000.0,75.0
stevens point chrysler dodge jeep ram,2015,1,9100.0,1025.0
stevens point honda,2015,3,32800.0,-166.67
stevens point nissan,2015,1,4500.0,-1125.0
stevenson toyota,2015,1,7500.0,-1175.0
steves auto sales & svc inc,2014,1,11700.0,100.0
steves auto sales & svc inc,2015,1,12750.0,-100.0
steves auto sales inc,2014,1,14600.0,2000.0
stevie d's auto sales and service,2014,1,10700.0,-250.0
stevinson imports inc,2015,3,146700.0,566.67
stevinson lexus of frederick,2015,1,30200.0,-100.0
stew hansen dodge city jeep,2014,8,80200.0,-218.75
stew hansen dodge city jeep,2015,7,73300.0,-375.0
stew hansen hyundai,2014,1,4200.0,-1875.0
stew hansen hyundai,2015,3,40500.0,-1391.67
stewart cadillac lp,2015,1,17900.0,-1100.0
stewart motors llc,2015,1,17000.0,50.0
stg auto group,2014,21,104600.0,-627.38
stg auto group,2015,108,716875.0,146.53
sti fleet corp,2014,1,7800.0,-725.0
sti fleet corp,2015,6,35625.0,-3866.67
sti remarketing,2014,18,286000.0,972.22
sti remarketing,2015,148,1782550.0,1031.93
stikeleather auto sales,2014,2,11500.0,1825.0
stikeleather auto sales,2015,3,19350.0,966.67
stingray chevrolet,2014,1,26000.0,-3100.0
stingray chevrolet,2015,33,629000.0,432.58
stingray chevrolet bartow llc,2014,1,13900.0,-1500.0
stirling motors,2014,1,2000.0,375.0
stirling motors,2015,1,5500.0,1550.0
stivers ford lincoln,2015,4,68850.0,-456.25
stockton # 12 honda,2014,5,42300.0,80.0
stockton # 12 honda,2015,3,25200.0,283.33
stone motors,2015,3,51500.0,1683.33
stone mountain toyota & scion,2014,3,9300.0,-25.0
stone mountain toyota & scion,2015,6,29300.0,-508.33
stones town & country motor,2015,1,8500.0,-1600.0
stoney ledge auto sales llc,2015,2,53650.0,5075.0
stop & buy auto sales llc,2015,1,3500.0,-725.0
stop n drive motors,2014,2,2500.0,-637.5
stop n go auto sales,2015,1,3000.0,800.0
storch ford inc,2015,1,36250.0,1650.0
storm motors miami llc,2015,1,1700.0,-1825.0
stoudt auto sales inc,2015,4,135650.0,1587.5
straight motor sales inc,2015,1,9000.0,-3200.0
straight up motors,2014,1,1000.0,-1725.0
strait motor cars inc,2015,1,13700.0,-600.0
stratford hyundai,2014,28,499900.0,-1241.07
stratford hyundai,2015,560,11428570.0,-1015.19
stratton auto sales inc,2014,4,54000.0,-1175.0
stratton auto sales inc,2015,166,3283600.0,-197.44
stream llc dba stream remarketing solutions,2014,16,138900.0,-800.0
stream llc dba stream remarketing solutions,2015,137,1253900.0,-1189.42
stream/gm financial,2014,1,3400.0,-600.0
stream/gm financial,2015,1,7200.0,-1350.0
streamline auto,2014,1,1350.0,-125.0
streamline auto,2015,1,1250.0,675.0
streamline automotives inc,2015,4,29700.0,118.75
streamline remarketing inc,2015,9,43900.0,200.0
street dreams,2015,2,22700.0,-325.0
street dreams auto sls llc,2014,1,2700.0,-1025.0
street smart auto brokers,2015,6,134500.0,41.67
street smartz auto sales corporation,2014,4,109050.0,2331.25
street smartz auto sales corporation,2015,20,351200.0,1422.5
street track-n-trail inc,2015,12,77600.0,-445.83
street visions inc,2015,4,21200.0,-1337.5
streuter chevrolet inc,2015,1,38000.0,1100.0
strider buick gmc subaru,2015,1,30600.0,600.0
stroli motors ll,2015,3,23900.0,1108.33
strong engines group inc,2015,1,7900.0,-100.0
strosnider chevrolet inc,2015,8,134750.0,-1168.75
studio city auto group,2015,1,16750.0,1200.0
stumpf motor company,2015,1,2300.0,975.0
stykemain pontiac buick gmc ltd,2015,9,128100.0,1275.0
styl motors,2014,1,2000.0,-1500.0
style financial acceptance company,2015,12,23550.0,-402.08
subaru financial services,2015,18,390500.0,644.44
subaru of america,2015,1366,29531450.0,86.8
subaru of beechmont inc,2015,1,7000.0,1300.0
subaru of clear lake,2015,19,86050.0,-227.63
subaru of dayton,2015,2,43300.0,-1450.0
subaru of hilton head llc,2015,1,5300.0,-1725.0
subaru of las vegas,2015,4,109250.0,487.5
subaru of orange park,2015,4,77900.0,512.5
subaru of pembroke pines,2015,36,558800.0,-278.47
subaru of port richey,2015,1,11600.0,600.0
subaru of spokane,2015,24,71650.0,110.42
subaru pacific,2015,9,51050.0,-450.0
subasta & subasta,2014,3,45500.0,350.0
subasta & subasta,2015,15,205500.0,526.67
suburban auto sales,2014,7,71000.0,-207.14
suburban auto sales,2015,2,19500.0,425.0
suburban auto sls & lsg in,2014,1,6300.0,-625.0
suburban cadillac of plymouth,2014,1,2900.0,1025.0
suburban cadillac of plymouth,2015,2,5800.0,75.0
suburban chevrolet cadillac saab hummer,2014,13,24000.0,-509.62
suburban chevrolet cadillac saab hummer,2015,3,28000.0,-591.67
suburban chrysler jeep dodge,2014,8,60200.0,-631.25
suburban chrysler jeep dodge,2015,1,5500.0,-1875.0
suburban infiniti inc,2014,1,3000.0,-1175.0
sugar loaf ford linc mrc inc,2015,3,51200.0,-191.67
sugg motor car co,2015,1,400.0,-150.0
sullivan arc,2014,15,119550.0,356.67
sullivan arc,2015,3,17300.0,-1308.33
sullivan auto group llc,2014,41,620400.0,637.8
sullivan auto group llc,2015,1362,22461900.0,703.41
sullivan auto trading inc,2014,13,82200.0,273.08
sullivan auto trading inc,2015,185,1157050.0,230.81
sullivan buick gmc inc,2014,2,21800.0,287.5
sullivan buick gmc inc,2015,3,68750.0,-1216.67
sullivan buick gmc truck,2015,15,312000.0,165.0
sullivan cadillac,2015,15,298900.0,51.67
sullivan investment corporation,2014,1,42750.0,1150.0
sullivan luxury cars llc,2014,4,41650.0,1443.75
sullivan luxury cars llc,2015,80,909250.0,488.13
summer enterprises of miami inc,2014,11,201900.0,1259.09
summer enterprises of miami inc,2015,84,1749175.0,1023.21
summit auto sales,2015,2,28700.0,875.0
summit community bank,2015,1,2700.0,-775.0
summit ford inc,2015,1,21800.0,900.0
summit ridge credit union,2015,2,4100.0,-1687.5
summit truck and auto inc,2015,1,10400.0,425.0
summit view auto llc,2015,8,34700.0,-221.88
summs skip & collections,2014,3,21100.0,-1483.33
summs skip & collections,2015,16,153900.0,-834.38
summs skip & collections service inc,2014,2,24600.0,-1075.0
summs skip & collections service inc,2015,9,49000.0,-1530.56
sun coast fleet services,2014,4,64200.0,-462.5
sun coast fleet services,2015,10,206200.0,-65.0
sun community fcu,2014,6,56200.0,-87.5
sun community fcu,2015,22,240000.0,-436.36
sun financial holdings llc,2014,2,12800.0,-1362.5
sun financial holdings llc,2015,4,47400.0,-3037.5
sun motor cars bmw,2015,5,130400.0,890.0
sun motor cars inc,2014,3,49700.0,-466.67
sun motor cars inc,2015,13,230450.0,-194.23
sun motor cars porsche audi mechanicsburg,2015,4,96250.0,-512.5
sun raye financial,2015,1,1300.0,0.0
sun shine cars inc,2014,2,2750.0,362.5
sunbelt chrysler jeep dodge inc,2014,2,25200.0,-262.5
sunbelt chrysler jeep dodge inc,2015,5,103850.0,1410.0
sunbelt nissan,2015,7,88200.0,553.57
sunbelt sales and lsg inc,2014,2,5300.0,-250.0
suncoast credit corporation,2015,13,416500.0,-263.46
suncoast motor cars inc,2014,1,7900.0,225.0
sundance mazda,2015,1,4500.0,2650.0
sunland park chrysler dodge jeep ram,2014,51,466800.0,-531.86
sunland park chrysler dodge jeep ram,2015,1,7600.0,-1075.0
sunny hills auto sales inc,2014,1,800.0,-600.0
sunny side auto llc,2015,1,250.0,-1050.0
sunrise acceptance inc,2014,1,1350.0,275.0
sunrise acceptance inc,2015,7,13900.0,-53.57
sunrise chevrolet inc,2014,1,7250.0,-1575.0
sunrise ford company,2015,18,294500.0,409.72
sunrise group investment,2015,1,3600.0,-525.0
sunrise volkswagen inc,2015,5,70500.0,-335.0
sunrise wholesale,2015,1,1100.0,-2450.0
sunset auto,2014,2,7100.0,50.0
sunset auto,2015,5,125900.0,2005.0
sunset auto wholesale,2015,1,7300.0,1250.0
sunset autos,2015,1,33500.0,-800.0
sunset motors inc,2015,1,17300.0,200.0
sunshine auto,2015,4,48200.0,-643.75
sunshine auto mart of lakeland,2015,1,1300.0,-650.0
sunshine auto sales inc,2014,1,1900.0,600.0
sunshine autos,2014,1,64000.0,-2000.0
sunshine motors,2014,2,2100.0,-362.5
sunshine motors,2015,1,450.0,-50.0
suntide fcu,2015,1,5300.0,-1725.0
suntrup hyundai  inc,2015,1,10100.0,0.0
suntrup hyundai west inc,2015,3,56450.0,600.0
suntrust bank,2014,18,229600.0,-358.33
suntrust bank,2015,490,6479250.0,-250.26
suntrust bank public,2014,12,148300.0,-391.67
suntrust bank public,2015,86,1001150.0,-661.34
sunwest federal credit union,2015,2,12700.0,-1875.0
super auto,2014,3,30600.0,1566.67
super auto,2015,9,77250.0,-561.11
super buy auto sales inc,2014,4,42550.0,-2443.75
super buy auto sales inc,2015,21,412850.0,-510.71
super car co inc,2015,3,61750.0,3266.67
super deal motors,2015,1,32300.0,100.0
super discount auto sales corp,2014,1,7200.0,-1025.0
super discount auto sales corp,2015,2,31400.0,-1100.0
super wheels cars & trucks,2014,1,700.0,100.0
superbodies auto center llc,2015,1,44750.0,3650.0
superior a s llc,2014,1,12600.0,2050.0
superior a s llc,2015,6,99450.0,-158.33
superior auto rental,2014,1,2700.0,75.0
superior auto rental,2015,4,15500.0,-931.25
superior auto sales,2014,1,5650.0,275.0
superior auto sales,2015,1,550.0,-2150.0
superior automotive sales i,2014,18,367200.0,338.89
superior automotive sales i,2015,106,2348550.0,633.96
superior autos for you,2015,2,38600.0,1675.0
superior autos int,2014,2,1300.0,-1037.5
superior brookdale ford llc,2015,4,49300.0,337.5
superior chevrolet,2015,15,63450.0,-328.33
superior choice credit union,2015,2,11200.0,-2025.0
superior credit union,2015,9,48800.0,-1350.0
superior finance co/oklahoma city,2015,1,7100.0,825.0
superior finance co/poteau,2014,1,1250.0,-1075.0
superior finance co/poteau,2015,1,4100.0,-2075.0
superior motor cars inc,2015,3,53100.0,-308.33
superior motor company llc,2015,1,3300.0,1775.0
superior motors,2014,1,19600.0,-500.0
superior motors,2015,11,174500.0,2213.64
superior motors inc,2015,1,45750.0,-550.0
superior toyota,2015,4,71800.0,-868.75
superior wholesalers inc,2014,5,35900.0,-210.0
superior wholesalers inc,2015,29,299600.0,820.69
supreme chevrolet llc,2014,1,11100.0,-1550.0
supreme fcu,2014,12,101100.0,352.08
supreme fcu,2015,137,1537700.0,283.76
supreme imports llc,2015,1,25000.0,-2400.0
supreme motors of nashville llc,2015,1,15800.0,500.0
supreme nissan of slidell,2015,1,17100.0,850.0
supreme vehicle sales llc,2015,1,12200.0,-8500.0
surf city nissan,2014,3,23300.0,-1266.67
surf city nissan,2015,27,171600.0,439.81
surface inc,2015,2,5950.0,0.0
surratt tire center llc,2015,1,4900.0,425.0
susquehanna bank pa,2014,1,4200.0,-225.0
susquehanna chrysler dodge jeep ram,2014,6,163350.0,608.33
susquehanna chrysler dodge jeep ram,2015,5,80100.0,970.0
sutherland service center ltd,2015,1,11700.0,700.0
sutton ford/ge,2014,32,406100.0,-37.5
sutton ford/ge,2015,357,4155175.0,62.89
sutton leasing inc,2014,1,20800.0,600.0
sutton leasing inc,2015,68,820100.0,-621.69
suzuki of newmarket,2014,2,6800.0,1475.0
suzuki of newmarket,2015,52,1009400.0,-1008.17
svz auto group inc,2014,1,18750.0,3300.0
svz auto group inc,2015,3,37600.0,41.67
sw florida cars inc,2015,1,9300.0,-1000.0
sw1 remarketing,2015,2,23700.0,475.0
swanson fahrney ford sales,2014,3,18050.0,341.67
swanson fahrney ford sales,2015,9,45400.0,722.22
swbc,2014,1,12000.0,-2550.0
swbc,2015,3,31900.0,-600.0
sweetheart auto sales inc,2015,2,18400.0,25.0
swenson ford sales inc,2015,2,16850.0,175.0
swift auto llc,2015,1,8900.0,-250.0
swinsons car care center inc,2015,1,10600.0,-1500.0
switzerland of america,2015,1,33800.0,-1800.0
swo,2015,5,134900.0,1240.0
swope motors  inc.,2014,1,26000.0,-1100.0
sylvain beauchemin auto enr,2015,1,30700.0,-100.0
symbolic motor cars,2014,19,220700.0,157.89
symbolic motor cars,2015,114,1496800.0,471.05
symbolic trading,2015,2,15400.0,-487.5
symes saab of pasadena,2015,2,66000.0,-2850.0
synergy bank,2015,1,2500.0,-525.0
synergy car sales,2015,1,10500.0,-7200.0
system electric co,2014,1,2100.0,-1425.0
systems & services technologies,2015,2,6200.0,-375.0
szott m 59 chrysler jeep inc,2015,1,3300.0,850.0
szottm-59 toyota szott m-59 scion,2015,2,51500.0,-1400.0
t & c auto wholesale & detail,2014,1,2400.0,650.0
t & c motors,2015,1,13900.0,1500.0
t & e auto sales,2015,1,5300.0,125.0
t & k enterprises of mt airy inc,2014,38,493600.0,436.84
t & k enterprises of mt airy inc,2015,447,7039150.0,894.02
t & s auto world,2015,1,2650.0,-350.0
t & s motors,2014,13,310900.0,828.85
t & s motors,2015,165,3569550.0,1100.15
t & t auto llc,2015,2,12500.0,587.5
t & t auto sales,2014,1,16000.0,-550.0
t & t motorsports,2015,1,16600.0,-500.0
t and t auto repair and sales,2014,1,20000.0,-1800.0
t and t auto repair and sales,2015,2,21800.0,-825.0
t j mcgeehan sales and service ltd,2015,1,4700.0,-8100.0
t l c auto sales inc,2014,2,27300.0,937.5
t l c auto sales inc,2015,20,416250.0,1282.5
t n m auto sales,2014,1,1000.0,325.0
t&s california auto inc,2015,1,3300.0,300.0
t&t auto sales,2015,2,35200.0,650.0
t. james motorsports llc,2015,101,1687200.0,1026.73
t.k.u auto sales llc,2014,1,8000.0,-2300.0
t2 sales llc,2015,1,14600.0,200.0
t3 auto & rec llc,2015,1,9800.0,-300.0
tabark global auto,2015,1,3800.0,-25.0
tac auto llc,2015,2,24700.0,1325.0
tacoma dodge chrysler jeep,2015,32,499900.0,648.44
tafel motors  inc,2015,2,26400.0,1850.0
tag financial services inc,2015,8,39200.0,-693.75
taha motors llc,2015,1,1800.0,-25.0
tahoe motors,2015,2,13300.0,-3600.0
take a car auto sale llc,2015,1,6600.0,150.0
takoma motors inc,2014,1,7500.0,1075.0
talbert motors inc,2014,2,14600.0,-50.0
tamaroff leasing co,2015,3,45900.0,100.0
tamayo and sons auto sales,2014,1,1200.0,-200.0
tamiami ford inc,2015,10,190000.0,-95.0
tamiami hyundai,2015,1,23000.0,-400.0
tamiami hyundai mitsubishi,2015,2,32500.0,250.0
tampa auto mart inc,2014,1,3500.0,1000.0
tampa bay autonetwork,2015,4,74500.0,650.0
tampa honda,2014,1,4900.0,-1100.0
tampa honda,2015,3,49000.0,-416.67
tampa truck depot inc,2015,1,20800.0,700.0
tampa truck store,2014,1,16800.0,650.0
tampa truck store,2015,2,19800.0,37.5
tank auto inc,2014,1,3100.0,-2175.0
tank auto inc,2015,1,500.0,175.0
tanskys sawmill toyota inc,2015,9,32475.0,-180.56
tantramar chevrolet buick gmc (2009) ltd,2015,4,31400.0,437.5
tappahannock chevrolet llc,2015,48,235100.0,-1122.92
target auto sales inc,2014,1,5800.0,850.0
target auto sales inc,2015,1,4400.0,-75.0
target corporation,2015,1,20200.0,-600.0
tarheel auto sales of locust inc,2015,1,12900.0,150.0
tate's auto center of winslow,2014,1,5700.0,-450.0
tate's auto center of winslow,2015,4,51700.0,37.5
taunton fcu,2015,8,64100.0,-806.25
taylor auto credit,2015,2,3900.0,-512.5
taylor auto sales inc,2015,1,8100.0,875.0
taylor chrysler dodge inc,2014,1,4250.0,-450.0
taylor infiniti bmw hyundai,2015,3,79500.0,-600.0
tbk wholesale,2015,1,7800.0,525.0
tbt auto,2015,1,12200.0,50.0
tc auto ny inc,2015,1,30600.0,300.0
tc automotive,2015,2,5000.0,-1125.0
tc's used cars llc,2014,1,8100.0,1050.0
tc's used cars llc,2015,62,490250.0,628.23
tcar recovery and remarketing,2014,1,1500.0,-375.0
tcar recovery and remarketing,2015,13,78350.0,-2373.08
tcj turbo llc,2015,1,27700.0,-1100.0
td auto finance,2014,125,1557050.0,-962.4
td auto finance,2015,1159,16165700.0,-1230.67
td auto finance consignments,2015,1,13800.0,-2900.0
td auto finance/advantage/sw tex/risk,2015,1,8100.0,-875.0
tdaf remarketing,2014,497,7591125.0,143.01
tdaf remarketing,2015,6712,108513475.0,258.06
tdaf remarketing / bloomfield imports com,2015,1,3000.0,-1925.0
tdaf remarketing / brunswick car trding rentl llc,2015,1,11500.0,-1000.0
tdaf remarketing / lehighton kia,2015,1,7100.0,-325.0
tdaf remarketing/advanced auto brokers llc,2015,4,28900.0,-1506.25
tdaf remarketing/best car sale co inc,2015,1,6800.0,-1100.0
tdaf remarketing/capital one certified inc,2015,2,32700.0,0.0
tdaf remarketing/central group inc,2015,1,10700.0,-2250.0
tdaf remarketing/dickson city hyundai inc,2015,1,10400.0,50.0
tdaf remarketing/fargo auto sales llc,2015,1,21600.0,2300.0
tdaf remarketing/gateway auto & truck,2014,1,9900.0,125.0
tdaf remarketing/majestic auto inc,2015,2,17800.0,-475.0
tdaf remarketing/miloschs palace chrysler jeep,2015,2,39400.0,1300.0
tdaf remarketing/new mobilty solutions,2015,1,8000.0,-25.0
tdaf remarketing/star automall llc,2015,1,4800.0,575.0
tdk automotive llc,2015,2,16400.0,-162.5
tds auto brokers,2014,5,38300.0,220.0
tds auto brokers,2015,30,321200.0,260.0
team 'd' auto sales,2014,5,44900.0,-1615.0
team 'd' auto sales,2015,1,6900.0,-975.0
team automotive,2014,1,5900.0,25.0
team chrysler jeep dodge,2015,1,14500.0,-600.0
team e-z auto  inc.,2015,2,1700.0,-62.5
team ford lincoln,2014,8,119900.0,812.5
team ford lincoln,2015,31,659150.0,572.58
team honda,2014,28,76800.0,-311.61
team honda powerhouse of milton,2015,1,4100.0,-375.0
team nissan,2014,4,57750.0,112.5
team toyota,2014,10,8025.0,-410.0
team toyota,2015,1,16900.0,-1250.0
teamone toyota of gadsden,2015,11,229700.0,854.55
teams auto sales,2015,3,10600.0,-16.67
teatero motor products,2015,1,81000.0,1000.0
tebo financial services,2014,2,5700.0,-400.0
tebo financial services,2015,7,12000.0,-1296.43
tech auto sales inc,2015,1,50000.0,1300.0
tech motors llc,2014,1,33200.0,2000.0
tech motors llc,2015,2,19900.0,3400.0
tech one racing,2014,1,10500.0,-250.0
ted britt chevrolet,2015,2,14900.0,-175.0
ted britt ford lincoln,2014,2,27400.0,-750.0
ted britt ford lincoln,2015,6,233450.0,8.33
ted cianos used car center,2014,6,73600.0,-70.83
teds auto inc,2015,2,49250.0,175.0
