sale_year,sale_month,sale_quarter,make,body_type,state,units_sold,total_revenue,avg_selling_price,total_profit,avg_margin_pct
2014,1,1,Ford,SUPERCREW,NY,2,54800.0,27400.0,-1200.0,-2.18
2014,1,1,Pontiac,COUPE,NC,1,600.0,600.0,-150.0,-25.0
2014,1,1,Jeep,,SC,1,4000.0,4000.0,-1025.0,-25.62
2014,1,1,Toyota,SEDAN,NC,1,1500.0,1500.0,-300.0,-20.0
2014,1,1,Kia,SUV,SC,1,18500.0,18500.0,-450.0,-2.43
2014,1,1,Hyundai,SEDAN,GA,4,62600.0,15650.0,4850.0,7.75
2014,1,1,Buick,SEDAN,NC,1,1250.0,1250.0,-500.0,-40.0
2014,1,1,Bmw,COUPE,NC,1,15000.0,15000.0,4150.0,27.67
2014,1,1,Dodge,QUAD CAB,NC,1,1500.0,1500.0,-1225.0,-81.67
2014,1,1,Ford,SUPERCAB,NC,1,2500.0,2500.0,700.0,28.0
2014,1,1,Ford,HATCHBACK,SC,1,1800.0,1800.0,-150.0,-8.33
2014,1,1,Lexus,SEDAN,MI,1,9900.0,9900.0,125.0,1.26
2014,1,1,Chevrolet,VAN,PA,1,4000.0,4000.0,-850.0,-21.25
2014,1,1,Honda,SEDAN,SC,1,3100.0,3100.0,925.0,29.84
2014,1,1,Infiniti,SEDAN,SC,1,1200.0,1200.0,-2600.0,-216.67
2014,1,1,Mercedes-Benz,SEDAN,NC,1,3600.0,3600.0,-2350.0,-65.28
2014,1,1,Ford,SUV,NV,1,450.0,450.0,-5100.0,-1133.33
2014,1,1,Ford,SUPERCAB,SC,3,24800.0,8266.67,6175.0,22.46
2014,1,1,Chevrolet,SUV,SC,4,36800.0,9200.0,1900.0,16.51
2014,1,1,Nissan,SEDAN,SC,3,23600.0,7866.67,-2325.0,-8.17
2014,1,1,Ford,MINIVAN,CO,1,21800.0,21800.0,-400.0,-1.83
2014,1,1,Ford,,MO,1,7200.0,7200.0,3200.0,44.44
2014,1,1,Ford,,NC,1,4000.0,4000.0,-675.0,-16.88
2014,1,1,Porsche,SUV,CA,1,11750.0,11750.0,800.0,6.81
2014,1,1,Buick,SEDAN,SC,1,4300.0,4300.0,-525.0,-12.21
2014,1,1,Hyundai,HATCHBACK,PA,1,11300.0,11300.0,-1750.0,-15.49
2014,1,1,Ford,REGULAR CAB,SC,1,8300.0,8300.0,1925.0,23.19
2014,1,1,Chrysler,SEDAN,SC,2,16000.0,8000.0,-2775.0,-17.02
2014,1,1,Chevrolet,CREW CAB,SC,1,6800.0,6800.0,-700.0,-10.29
2014,1,1,Volkswagen,SEDAN,SC,2,14500.0,7250.0,-2400.0,-13.51
2014,1,1,Toyota,HATCHBACK,PA,1,15300.0,15300.0,-50.0,-0.33
2014,1,1,Subaru,SEDAN,SC,1,6700.0,6700.0,225.0,3.36
2014,1,1,Hyundai,SEDAN,SC,4,43900.0,10975.0,-725.0,-4.08
2014,1,1,Jaguar,SEDAN,SC,1,3800.0,3800.0,50.0,1.32
2014,1,1,Bmw,SUV,PA,1,4100.0,4100.0,-1250.0,-30.49
2014,1,1,Ford,SUPERCREW,SC,1,12000.0,12000.0,2325.0,19.38
2014,1,1,Pontiac,CONVERTIBLE,NC,1,5000.0,5000.0,-1575.0,-31.5
2014,1,1,Cadillac,SEDAN,SC,2,27400.0,13700.0,1350.0,7.22
2014,1,1,Dodge,SEDAN,CA,1,1200.0,1200.0,-11250.0,-937.5
2014,1,1,Ford,SUV,MI,2,24500.0,12250.0,-950.0,-66.16
2014,1,1,Toyota,MINIVAN,SC,1,8000.0,8000.0,1375.0,17.19
2014,1,1,Ford,COUPE,TN,1,7500.0,7500.0,575.0,7.67
2014,1,1,Dodge,SEDAN,SC,1,3800.0,3800.0,-150.0,-3.95
2014,1,1,Volvo,SEDAN,SC,1,1000.0,1000.0,-4275.0,-427.5
2014,1,1,Ford,SEDAN,CA,4,66800.0,16700.0,9200.0,14.18
2014,1,1,Saturn,SUV,CA,1,3800.0,3800.0,-5550.0,-146.05
2014,1,1,Toyota,SEDAN,PA,1,11200.0,11200.0,-2150.0,-19.2
2014,1,1,Jaguar,SEDAN,CA,1,17000.0,17000.0,250.0,1.47
2014,1,1,Chevrolet,EXTENDED CAB,PA,1,9000.0,9000.0,-3500.0,-38.89
2014,1,1,Honda,SEDAN,PA,3,29800.0,9933.33,-8050.0,-34.03
2014,1,1,Chrysler,MINIVAN,SC,2,28800.0,14400.0,-5500.0,-19.97
2014,1,1,Dodge,SEDAN,PA,1,21400.0,21400.0,-2900.0,-13.55
2014,1,1,Acura,SEDAN,SC,1,14800.0,14800.0,1500.0,10.14
2014,1,1,Toyota,SEDAN,SC,2,28300.0,14150.0,-3750.0,-13.35
2014,1,1,Volvo,SUV,SC,1,13400.0,13400.0,1100.0,8.21
2014,1,1,Ford,SUPERCREW,GA,3,74900.0,24966.67,3000.0,4.2
2014,1,1,Chevrolet,,SC,1,7600.0,7600.0,2075.0,27.3
2014,1,1,Volkswagen,SEDAN,PA,1,10400.0,10400.0,-2100.0,-20.19
2014,1,1,Ford,SUV,OH,8,154300.0,19287.5,1450.0,1.16
2014,1,1,Lincoln,SEDAN,GA,1,29400.0,29400.0,2600.0,8.84
2014,1,1,Lincoln,WAGON,SC,1,18000.0,18000.0,0.0,0.0
2014,1,1,Nissan,SUV,PA,1,19700.0,19700.0,350.0,1.78
2014,1,1,Kia,MINIVAN,SC,1,14000.0,14000.0,1050.0,7.5
2014,1,1,Bmw,SEDAN,FL,1,25025.0,25025.0,25.0,0.1
2014,1,1,Mini,HATCHBACK,SC,1,10700.0,10700.0,50.0,0.47
2014,1,1,Ford,HATCHBACK,NY,1,9700.0,9700.0,-400.0,-4.12
2014,1,1,Chevrolet,SEDAN,SC,4,45500.0,11375.0,-3150.0,-6.94
2014,1,1,Ram,REGULAR CAB,IL,1,23000.0,23000.0,-700.0,-3.04
2014,1,1,Gmc,SUV,CA,1,19500.0,19500.0,1400.0,7.18
2014,1,1,Nissan,SEDAN,PA,2,18200.0,9100.0,-3650.0,-20.67
2014,1,1,Nissan,SEDAN,CA,1,19000.0,19000.0,6950.0,36.58
2014,1,1,Ford,SUV,CA,9,188800.0,20977.78,9150.0,4.09
2014,1,1,Ford,SUV,FL,10,198800.0,19880.0,-7700.0,-6.82
2014,1,1,Ford,SEDAN,MO,1,13900.0,13900.0,650.0,4.68
2014,1,1,Cadillac,SEDAN,PA,1,31800.0,31800.0,-300.0,-0.94
2014,1,1,Lincoln,SEDAN,NY,1,15800.0,15800.0,-300.0,-1.9
2014,1,1,Chevrolet,SEDAN,FL,1,16200.0,16200.0,-10100.0,-62.35
2014,1,1,Mercedes-Benz,SUV,CA,1,40750.0,40750.0,12150.0,29.82
2014,1,1,Ford,SUV,SC,1,23800.0,23800.0,100.0,0.42
2014,1,1,Honda,MINIVAN,PA,2,25500.0,12750.0,-19500.0,-80.47
2014,1,1,Hyundai,SEDAN,TN,1,24700.0,24700.0,13150.0,53.24
2014,1,1,Mazda,SEDAN,LA,1,14700.0,14700.0,250.0,1.7
2014,1,1,Dodge,COUPE,SC,1,15900.0,15900.0,-1550.0,-9.75
2014,1,1,Ford,SEDAN,NY,5,63400.0,12680.0,2600.0,3.87
2014,1,1,Ford,SUV,GA,10,223400.0,22340.0,5700.0,2.51
2014,1,1,Ford,SUV,TN,3,59300.0,19766.67,-19900.0,-60.33
2014,1,1,Ford,SUV,TX,1,13500.0,13500.0,-1000.0,-7.41
2014,1,1,Ford,CONVERTIBLE,GA,2,38000.0,19000.0,2600.0,6.8
2014,1,1,Ford,SUV,IL,3,70300.0,23433.33,-550.0,-0.77
2014,1,1,Ford,COUPE,CO,1,18500.0,18500.0,250.0,1.35
2014,1,1,Chevrolet,HATCHBACK,PA,1,28000.0,28000.0,12200.0,43.57
2014,1,1,Ford,COUPE,PA,1,18500.0,18500.0,-3700.0,-20.0
2014,1,1,Ford,CONVERTIBLE,SC,1,13300.0,13300.0,1700.0,12.78
2014,1,1,Dodge,MINIVAN,FL,1,13000.0,13000.0,-100.0,-0.77
2014,1,1,Ford,SUV,NY,4,126000.0,31500.0,400.0,0.92
2014,1,1,Nissan,SEDAN,NC,1,13600.0,13600.0,150.0,1.1
2014,1,1,Lincoln,SUV,NY,2,60600.0,30300.0,2200.0,3.64
2014,1,1,Ford,SEDAN,FL,4,54200.0,13550.0,2950.0,5.11
2014,1,1,Ford,HATCHBACK,CA,3,39600.0,13200.0,3100.0,7.89
2014,1,1,Infiniti,SUV,SC,1,32500.0,32500.0,1000.0,3.08
2014,1,1,Suzuki,SEDAN,PR,1,8500.0,8500.0,1400.0,16.47
2014,1,1,Hyundai,HATCHBACK,GA,1,9900.0,9900.0,650.0,6.57
2014,1,1,Ford,SEDAN,GA,9,166900.0,18544.44,7050.0,4.05
2014,1,1,Ford,SEDAN,TX,1,13600.0,13600.0,1600.0,11.76
2014,1,1,Ford,HATCHBACK,TN,1,11400.0,11400.0,-1100.0,-9.65
2014,1,1,Ford,HATCHBACK,FL,2,26600.0,13300.0,1600.0,5.72
2014,1,1,Ford,WAGON,TN,1,18000.0,18000.0,700.0,3.89
2014,1,1,Ford,SUV,CO,1,18700.0,18700.0,-50.0,-0.27
2014,1,1,Ford,SUV,MO,1,20400.0,20400.0,-300.0,-1.47
2014,1,1,Ford,CREW CAB,SC,1,26500.0,26500.0,-1600.0,-6.04
2014,1,1,Ford,SUPERCREW,CA,1,24500.0,24500.0,1400.0,5.71
2014,1,1,Ford,SUPERCREW,TX,1,24300.0,24300.0,600.0,2.47
2014,1,1,Ford,SUPERCREW,FL,2,54000.0,27000.0,2900.0,5.42
2014,2,1,Kia,SEDAN,FL,1,10500.0,10500.0,-650.0,-6.19
2014,12,4,Chrysler,,NC,10,21600.0,2160.0,-200.0,-7.47
2014,12,4,Mercedes-Benz,SUV,AZ,6,113700.0,18950.0,-3150.0,-5.09
2014,12,4,Chevrolet,DOUBLE CAB,FL,1,23400.0,23400.0,-1100.0,-4.7
2014,12,4,Chevrolet,DOUBLE CAB,MO,1,23300.0,23300.0,-600.0,-2.58
2014,12,4,Chevrolet,DOUBLE CAB,TN,2,51900.0,25950.0,-50.0,1.11
2014,12,4,Cadillac,CTS-V COUPE,TX,1,49250.0,49250.0,-2050.0,-4.16
2014,12,4,Ford,E-SERIES VAN,VA,1,20000.0,20000.0,-300.0,-1.5
2014,12,4,Ford,,CA,53,310750.0,5863.21,4350.0,-36.73
2014,12,4,Ford,E-SERIES VAN,PA,6,143900.0,23983.33,7500.0,5.19
2014,12,4,Ford,E-SERIES VAN,WI,1,21400.0,21400.0,1000.0,4.67
2014,12,4,Ford,E-SERIES VAN,NE,1,19000.0,19000.0,-400.0,-2.11
2014,12,4,Chrysler,,MA,3,4100.0,1366.67,625.0,14.0
2014,12,4,Chevrolet,DOUBLE CAB,CA,1,31750.0,31750.0,3350.0,10.55
2014,12,4,Chevrolet,DOUBLE CAB,NV,1,27200.0,27200.0,-500.0,-1.84
2014,12,4,Ford,WAGON,FL,22,210150.0,9552.27,-700.0,-0.93
2014,12,4,Chevrolet,DOUBLE CAB,MI,1,27300.0,27300.0,-200.0,-0.73
2014,12,4,Chrysler,CONVERTIBLE,NE,3,5700.0,1900.0,2350.0,40.72
2014,12,4,Chrysler,SEDAN,WA,9,53950.0,5994.44,225.0,0.42
2014,12,4,Chevrolet,DOUBLE CAB,GA,1,34400.0,34400.0,900.0,2.62
2014,12,4,Chrysler,SEDAN,MI,54,529400.0,9803.7,-34000.0,-15.26
2014,12,4,Ford,HATCHBACK,AB,1,13500.0,13500.0,0.0,0.0
2014,12,4,Chrysler,SEDAN,NV,21,185500.0,8833.33,-16475.0,-22.26
2014,12,4,Chrysler,SEDAN,IL,49,276550.0,5643.88,-21150.0,-50.24
2014,12,4,Ford,COUPE,FL,32,300100.0,9378.13,-2400.0,-3.01
2014,12,4,Ford,HATCHBACK,VA,2,13300.0,6650.0,-11700.0,-90.3
2014,12,4,Chevrolet,VAN,NE,1,22300.0,22300.0,600.0,2.69
2014,12,4,Chevrolet,VAN,MD,1,22200.0,22200.0,-200.0,-0.9
2014,12,4,Ram,QUAD CAB,NE,2,49100.0,24550.0,-3900.0,-8.04
2014,12,4,Ram,QUAD CAB,SC,2,45700.0,22850.0,-2900.0,-6.3
2014,12,4,Ram,QUAD CAB,NV,1,21500.0,21500.0,0.0,0.0
2014,12,4,Volvo,SUV,NV,1,21700.0,21700.0,200.0,0.92
2014,12,4,Porsche,CONVERTIBLE,TX,2,94500.0,47250.0,900.0,1.33
2014,12,4,Mini,CONVERTIBLE,MO,1,15900.0,15900.0,-150.0,-0.94
2014,12,4,Mini,WAGON,FL,2,40400.0,20200.0,-650.0,-1.74
2014,12,4,Mini,WAGON,NC,1,17500.0,17500.0,750.0,4.29
2014,12,4,Smart,HATCHBACK,GA,1,8600.0,8600.0,400.0,4.65
2014,12,4,Audi,WAGON,TX,2,70500.0,35250.0,2700.0,3.89
2014,12,4,Ford,CONVERTIBLE,NC,7,48300.0,6900.0,-18525.0,-27.87
2014,12,4,Audi,SUV,MO,1,39600.0,39600.0,-300.0,-0.76
2014,12,4,Jaguar,SEDAN,WI,1,41400.0,41400.0,1000.0,2.42
2014,12,4,Jaguar,CONVERTIBLE,GA,1,49000.0,49000.0,-4400.0,-8.98
2014,12,4,Ford,MINIVAN,PR,1,13000.0,13000.0,-3250.0,-25.0
2014,12,4,Kia,WAGON,PR,1,13600.0,13600.0,200.0,1.47
2014,12,4,Kia,WAGON,MO,2,25500.0,12750.0,-650.0,-2.59
2014,12,4,Kia,KOUP,GA,1,10500.0,10500.0,-1150.0,-10.95
2014,12,4,Kia,KOUP,WA,1,12500.0,12500.0,250.0,2.0
2014,12,4,Ford,CONVERTIBLE,GA,1,4100.0,4100.0,1950.0,47.56
2014,12,4,Kia,HATCHBACK,NV,1,14100.0,14100.0,1450.0,10.28
2014,12,4,Kia,HATCHBACK,NY,1,7000.0,7000.0,-2650.0,-37.86
2014,12,4,Kia,HATCHBACK,MD,1,5200.0,5200.0,-3350.0,-64.42
2014,12,4,Kia,HATCHBACK,MI,1,9600.0,9600.0,-100.0,-1.04
2014,12,4,Kia,HATCHBACK,OH,1,9700.0,9700.0,675.0,6.96
2014,12,4,Hyundai,GENESIS COUPE,CA,3,68750.0,22916.67,2150.0,3.2
2014,12,4,Ford,SEDAN,AZ,49,369775.0,7546.43,-14875.0,-10.8
2014,12,4,Hyundai,GENESIS COUPE,NC,1,14100.0,14100.0,-2150.0,-15.25
2014,12,4,Hyundai,GENESIS COUPE,MI,1,13100.0,13100.0,-2950.0,-22.52
2014,12,4,Ford,SEDAN,CA,286,2402850.0,8401.57,-198775.0,-27.99
2014,12,4,Hyundai,GENESIS COUPE,NE,1,13100.0,13100.0,-950.0,-7.25
2014,12,4,Hyundai,GENESIS COUPE,GA,2,28800.0,14400.0,-300.0,-0.73
2014,12,4,Hyundai,ELANTRA COUPE,PA,1,9700.0,9700.0,-700.0,-7.22
2014,12,4,Hyundai,ELANTRA COUPE,CA,1,16100.0,16100.0,1500.0,9.32
2014,12,4,Hyundai,ELANTRA COUPE,PR,1,14500.0,14500.0,2700.0,18.62
2014,12,4,Hyundai,ELANTRA COUPE,IL,1,13900.0,13900.0,-550.0,-3.96
2014,12,4,Hyundai,ELANTRA COUPE,FL,1,13500.0,13500.0,-800.0,-5.93
2014,12,4,Hyundai,SEDAN,HI,1,15250.0,15250.0,-800.0,-5.25
2014,12,4,Gmc,REGULAR CAB,AZ,1,16400.0,16400.0,800.0,4.88
2014,12,4,Hyundai,SUV,SC,1,17200.0,17200.0,200.0,1.16
2014,12,4,Scion,HATCHBACK,WA,1,11900.0,11900.0,-1250.0,-10.5
2014,12,4,Lexus,HATCHBACK,NJ,2,47000.0,23500.0,-1000.0,-2.13
2014,12,4,Toyota,HATCHBACK,SC,1,11900.0,11900.0,-4000.0,-33.61
2014,12,4,Dodge,REGULAR CAB,TX,17,66500.0,3911.76,-3950.0,-14.67
2014,12,4,Ford,SEDAN,UT,3,12200.0,4066.67,50.0,5.29
2014,12,4,Infiniti,SUV,SC,1,26700.0,26700.0,-600.0,-2.25
2014,12,4,Nissan,WAGON,MO,1,10600.0,10600.0,-1200.0,-11.32
2014,12,4,Ford,SEDAN,FL,198,1637913.0,8272.29,-57862.0,-14.7
2014,12,4,Nissan,HATCHBACK,NE,1,14400.0,14400.0,250.0,1.74
2014,12,4,Ford,SEDAN,OH,56,395700.0,7066.07,-24700.0,-21.92
2014,12,4,Nissan,MINIVAN,TN,10,250300.0,25030.0,20500.0,8.12
2014,12,4,Mazda,SUV,PR,1,16600.0,16600.0,-100.0,-0.6
2014,12,4,Mazda,HATCHBACK,NE,1,8700.0,8700.0,450.0,5.17
2014,12,4,Mazda,MINIVAN,OH,1,10901.0,10901.0,501.0,4.6
2014,12,4,Ford,SEDAN,GA,52,355250.0,6831.73,-250.0,-0.51
2014,12,4,Mazda,MINIVAN,CO,1,11400.0,11400.0,-250.0,-2.19
2014,12,4,Mazda,SEDAN,QC,1,9700.0,9700.0,-550.0,-5.67
2014,12,4,Mazda,HATCHBACK,WA,1,12700.0,12700.0,600.0,4.72
2014,12,4,Scion,COUPE,GA,1,18900.0,18900.0,800.0,4.23
2014,12,4,Ford,COUPE,TX,51,760250.0,14906.86,-6600.0,-9.51
2014,12,4,Scion,COUPE,NJ,1,13300.0,13300.0,-4250.0,-31.95
2014,12,4,Scion,COUPE,MO,2,35000.0,17500.0,-1950.0,-5.37
2014,12,4,Scion,COUPE,NE,1,18200.0,18200.0,-950.0,-5.22
2014,12,4,Scion,COUPE,FL,2,34100.0,17050.0,-1150.0,-4.3
2014,12,4,Scion,COUPE,CA,6,108050.0,18008.33,-1500.0,-5.19
2014,12,4,Ford,COUPE,OH,8,64650.0,8081.25,-10050.0,-495.72
2014,12,4,Scion,COUPE,VA,2,31700.0,15850.0,-3950.0,-12.24
2014,12,4,Scion,COUPE,AZ,3,56400.0,18800.0,-400.0,-0.77
2014,12,4,Scion,COUPE,WI,1,16300.0,16300.0,-1750.0,-10.74
2014,12,4,Ford,COUPE,LA,3,19700.0,6566.67,1000.0,12.55
2014,12,4,Scion,COUPE,OH,2,38400.0,19200.0,1150.0,2.92
2014,12,4,Ford,COUPE,CA,52,632600.0,12165.38,-1525.0,-8.98
2014,12,4,Scion,COUPE,PA,2,32300.0,16150.0,-4650.0,-14.59
2014,12,4,Subaru,COUPE,CO,1,20000.0,20000.0,2650.0,13.25
2014,12,4,Subaru,COUPE,PA,2,33700.0,16850.0,2050.0,5.49
2014,12,4,Subaru,HATCHBACK,GA,1,11100.0,11100.0,-350.0,-3.15
2014,12,4,Tesla,SEDAN,TX,1,80000.0,80000.0,-7000.0,-8.75
2014,12,4,Toyota,ACCESS CAB,MO,1,25000.0,25000.0,200.0,0.8
2014,12,4,Ford,CONVERTIBLE,CA,82,884850.0,10790.85,-87025.0,-12.57
2014,12,4,Toyota,ACCESS CAB,NJ,1,6500.0,6500.0,-19300.0,-296.92
2014,12,4,Toyota,ACCESS CAB,SC,1,20900.0,20900.0,-1300.0,-6.22
2014,12,4,Toyota,DOUBLE CAB,IL,1,22500.0,22500.0,-200.0,-0.89
2014,12,4,Toyota,CREWMAX CAB,NC,1,39500.0,39500.0,2500.0,6.33
2014,12,4,Toyota,CREWMAX CAB,WA,1,30500.0,30500.0,-900.0,-2.95
2014,12,4,Ford,CONVERTIBLE,IL,4,23001.0,5750.25,-324.0,6.52
2014,12,4,Toyota,CREWMAX CAB,SC,1,31500.0,31500.0,-500.0,-1.59
2014,12,4,Ford,CONVERTIBLE,NV,54,657900.0,12183.33,175.0,-1.25
2014,12,4,Toyota,CREWMAX CAB,PA,2,70350.0,35175.0,2350.0,3.28
2014,12,4,Toyota,DOUBLE CAB,PA,1,26400.0,26400.0,600.0,2.27
2014,12,4,Dodge,REGULAR CAB,NE,2,5400.0,2700.0,-975.0,-16.82
2014,12,4,Toyota,WAGON,IN,1,15500.0,15500.0,-400.0,-2.58
2014,12,4,Toyota,WAGON,WI,2,43000.0,21500.0,-1600.0,-5.2
2014,12,4,Mitsubishi,SUV,HI,1,9500.0,9500.0,-2900.0,-30.53
2014,12,4,Volkswagen,BEETLE CONVERTIBLE,TX,1,18500.0,18500.0,1500.0,8.11
2014,12,4,Lincoln,SEDAN,IN,1,20000.0,20000.0,550.0,2.75
2014,12,4,Lincoln,SEDAN,CO,1,19400.0,19400.0,-150.0,-0.77
2014,12,4,Gmc,CREW CAB,WI,2,70700.0,35350.0,800.0,1.0
2014,12,4,Gmc,REGULAR CAB,VA,1,17700.0,17700.0,-200.0,-1.13
2014,12,4,Ford,SEDAN,PR,13,88400.0,6800.0,-33475.0,-53.87
2014,12,4,Gmc,DOUBLE CAB,AZ,2,52900.0,26450.0,1650.0,3.25
2014,12,4,Ram,CREW CAB,IL,1,29500.0,29500.0,-500.0,-1.69
2014,12,4,Ram,CREW CAB,OR,2,68300.0,34150.0,3300.0,5.01
2014,12,4,Ram,REGULAR CAB,TN,1,15800.0,15800.0,-1850.0,-11.71
2014,12,4,Ford,SEDAN,PA,101,962075.0,9525.5,-74875.0,-16.26
2014,12,4,Ram,REGULAR CAB,FL,3,58000.0,19333.33,1300.0,2.38
2014,12,4,Ram,REGULAR CAB,AZ,1,16000.0,16000.0,350.0,2.19
2014,12,4,Ram,CREW CAB,MN,1,38500.0,38500.0,-1900.0,-4.94
2014,12,4,Ram,CREW CAB,MD,2,65300.0,32650.0,1200.0,1.65
2014,12,4,Ford,SEDAN,NE,16,93400.0,5837.5,-1175.0,2.45
2014,12,4,Fiat,HATCHBACK,NJ,2,20700.0,10350.0,1450.0,6.92
2014,12,4,Fiat,HATCHBACK,OR,1,9800.0,9800.0,150.0,1.53
2014,12,4,Ford,SEDAN,VA,53,342725.0,6466.51,-37150.0,-48.33
2014,12,4,Fiat,HATCHBACK,MO,1,5200.0,5200.0,-3800.0,-73.08
2014,12,4,Lexus,SUV,LA,1,30500.0,30500.0,-300.0,-0.98
2014,12,4,Lincoln,,CA,1,17750.0,17750.0,-1550.0,-8.73
2014,12,4,Ford,SEDAN,NY,41,226325.0,5520.12,-44800.0,-70.25
2014,12,4,Ford,SEDAN,MN,53,537550.0,10142.45,-28850.0,-9.03
2014,12,4,Lincoln,WAGON,MI,1,23600.0,23600.0,-7100.0,-30.08
2014,12,4,Ford,SEDAN,IL,123,1233625.0,10029.47,-34200.0,-3.95
2014,12,4,Lincoln,WAGON,GA,1,29500.0,29500.0,600.0,2.03
2014,12,4,Gmc,DOUBLE CAB,GA,1,26400.0,26400.0,-200.0,-0.76
2014,12,4,Acura,SUV,TN,1,29900.0,29900.0,-200.0,-0.67
2014,12,4,Chevrolet,CONVERTIBLE,MI,1,46300.0,46300.0,4200.0,9.07
2014,12,4,Ford,SEDAN,TX,182,1680300.0,9232.42,-8325.0,-9.31
2014,12,4,Nissan,VAN,NJ,1,20900.0,20900.0,-1800.0,-8.61
2014,12,4,Volkswagen,,TX,1,21400.0,21400.0,300.0,1.4
2014,12,4,,,NE,9,13000.0,1444.44,-3525.0,-27.85
2014,12,4,Dodge,COUPE,CO,2,46300.0,23150.0,1350.0,2.99
2014,12,4,Ford,WAGON,NC,12,94550.0,7879.17,-4750.0,-7.54
2014,12,4,Ford,CONVERTIBLE,CO,3,42400.0,14133.33,-400.0,-1.16
2014,12,4,Ford,CONVERTIBLE,MN,1,10600.0,10600.0,-3850.0,-36.32
2014,12,4,Dodge,,NV,5,10400.0,2080.0,-150.0,-21.63
2014,12,4,Nissan,VAN,MD,1,22600.0,22600.0,1100.0,4.87
2014,12,4,Nissan,COUPE,AZ,2,27300.0,13650.0,500.0,1.84
2014,12,4,Gmc,CREW CAB,UT,1,39000.0,39000.0,-500.0,-1.28
2014,12,4,Chevrolet,CREW CAB,OR,1,36300.0,36300.0,-2100.0,-5.79
2014,12,4,Ford,,NV,10,22625.0,2262.5,-8200.0,-59.08
2014,12,4,Ford,,NC,16,62600.0,3912.5,9025.0,15.48
2014,12,4,Ford,,AZ,6,28575.0,4762.5,-1750.0,-2.0
2014,12,4,Ford,COUPE,HI,1,15500.0,15500.0,-2600.0,-16.77
2014,12,4,Chevrolet,HATCHBACK,VA,5,38900.0,7780.0,-2925.0,-11.4
2014,12,4,Ford,SEDAN,LA,9,54175.0,6019.44,-1225.0,-10.61
2014,12,4,Ford,WAGON,NY,4,43050.0,10762.5,-175.0,-16.6
2014,12,4,Ford,WAGON,MD,3,19300.0,6433.33,-1525.0,-21.46
2014,12,4,Ford,REGULAR CAB,SC,1,15200.0,15200.0,-2050.0,-13.49
2014,12,4,Ford,SUPERCREW,MS,1,17500.0,17500.0,-9300.0,-53.14
2014,12,4,Dodge,REGULAR CAB,CO,2,7600.0,3800.0,-825.0,0.83
2014,12,4,Ford,SUV,HI,2,28150.0,14075.0,-4350.0,-15.37
2014,12,4,Dodge,REGULAR CAB,CA,4,28400.0,7100.0,-6050.0,-16.6
2014,12,4,Ford,CONVERTIBLE,QC,1,29300.0,29300.0,-5400.0,-18.43
2014,12,4,Dodge,REGULAR CAB,FL,9,31000.0,3444.44,-3575.0,-33.02
2014,12,4,Ford,WAGON,MA,3,38500.0,12833.33,-1050.0,-2.62
2014,12,4,Ford,WAGON,OH,1,17000.0,17000.0,400.0,2.35
2014,12,4,Ford,WAGON,CA,32,423200.0,13225.0,14675.0,-2.37
2014,12,4,Dodge,REGULAR CAB,TN,2,13100.0,6550.0,375.0,-43.92
2014,12,4,Ram,QUAD CAB,MI,2,49100.0,24550.0,-2200.0,-4.82
2014,12,4,Ram,QUAD CAB,MN,3,69200.0,23066.67,-2900.0,-4.2
2014,12,4,Ram,QUAD CAB,WI,2,50100.0,25050.0,1800.0,3.66
2014,12,4,Ram,CREW CAB,NJ,2,47500.0,23750.0,-100.0,-0.14
2014,12,4,Ram,QUAD CAB,VA,3,70000.0,23333.33,-2100.0,-3.57
2014,12,4,Ford,,MN,13,53250.0,4096.15,-625.0,-34.49
2014,12,4,Dodge,SEDAN,QC,1,11000.0,11000.0,-1750.0,-15.91
2014,12,4,Ferrari,CONVERTIBLE,FL,1,156000.0,156000.0,0.0,0.0
2014,12,4,Volvo,CONVERTIBLE,TN,1,17600.0,17600.0,-3200.0,-18.18
2014,12,4,Volvo,SEDAN,CO,1,15800.0,15800.0,-1450.0,-9.18
2014,12,4,Porsche,SEDAN,NV,1,58000.0,58000.0,-6000.0,-10.34
2014,12,4,Mini,CONVERTIBLE,WI,1,16000.0,16000.0,0.0,0.0
2014,12,4,Mini,WAGON,PR,1,22200.0,22200.0,3550.0,15.99
2014,12,4,Mini,CONVERTIBLE,OH,6,145750.0,24291.67,6350.0,3.41
2014,12,4,Mini,HATCHBACK,TN,3,51800.0,17266.67,-2500.0,-5.43
2014,12,4,Smart,CONVERTIBLE,NV,1,7500.0,7500.0,-700.0,-9.33
2014,12,4,Smart,CONVERTIBLE,HI,1,9000.0,9000.0,-600.0,-6.67
2014,12,4,Smart,HATCHBACK,NV,4,31450.0,7862.5,675.0,1.38
2014,12,4,Mercedes-Benz,COUPE,OH,6,166750.0,27791.67,-14950.0,-9.09
2014,12,4,Mercedes-Benz,SEDAN,HI,4,82000.0,20500.0,-5700.0,-6.98
2014,12,4,Airstream,,CA,1,71000.0,71000.0,41500.0,58.45
2014,12,4,Mercedes-Benz,VAN,SC,1,23800.0,23800.0,1500.0,6.3
2014,12,4,Ford,SUV,FL,214,2352701.0,10993.93,-42824.0,-10.25
2014,12,4,Mercedes-Benz,VAN,MD,1,21000.0,21000.0,-2300.0,-10.95
2014,12,4,Ford,SUV,TX,213,2625500.0,12326.29,-6800.0,-8.52
